Gene_Name	CKDdb_num_of_studies	CKDdb_Disease	GOA_Kidney_Research_Priority	tub_Exp_num_of_eQTLs	tub_Pr_of_no_eQTL	tub_FDR	glom_Exp_num_of_eQTLs	glom_Pr_of_no_eQTL	glom_FDR
CDW52	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HE5	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CD59A	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CD59	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CDH11	14.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
CFB	14.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
BF	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BFD	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CFH	14.0	1.0	1	1.12	0.00957	0.0011099999999999999	0.0	0.0	0.0
HF	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HF1	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CNN3	14.0	1.0	1	1.03	0.00196	0.00021899999999999998	0.0	0.0	0.0
CORO1A	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CORO1	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CYCS	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CYC	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CYGB	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STAP	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DNASE1	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DNL1	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DRNI	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DPEP1	14.0	1.0	1	2.09	1.06e-14	5.24e-16	0.9990000000000001	0.0041600000000000005	0.0005809999999999999
MBD1	15.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RDP	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ENPEP	14.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
FGF1	14.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
FGFA	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
G6PC	14.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
G6PT	20.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GK	14.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
GLYAT	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ACGNAT	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CAT	26.0	1.0	1	1.06	9.070000000000001e-05	7.97e-06	1.03	0.0028899999999999998	0.000414
GM2A	14.0	1.0	0	1.07	0.0106	0.00122	0.0	0.0	0.0
GNS	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HAO2	14.0	1.0	1	1.2	1.3400000000000001e-09	1.0500000000000001e-10	0.0	0.0	0.0
HAOX2	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GIG16	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HSPA9	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GRP75	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HSPA9B	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HSPD1	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HSP60	15.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ICAM1	14.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
ICAM-1	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
IGHM	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
IG	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
IGJ	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ITGAM	14.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
CD11B	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CR3A	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	14.0	1.0	1	0.0	0.0	0.0	1.0	0.0008609999999999999	0.000102
FNRB	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MDF2	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
LC11	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
LOC259246	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MMSADHA	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH6A1	14.0	1.0	0	1.0	0.0257	0.00324	0.0	0.0	0.0
MMSDH	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PAI1	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINE1	14.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
PLANH1	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PCK1	14.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
PEPCK1	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PODXL	14.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
PCLP1	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTPRD	14.0	1.0	0	1.04	0.000692	6.24e-05	0.0	0.0	0.0
BPTP-2	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PVR	23.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PVS	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
QPCT	14.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
SERPINA3N	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPI2	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINF1	14.0	1.0	1	0.0	0.0	0.0	1.01	0.00506	0.000769
PEDF	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SDF3	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SLC27A2	14.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
ACSVL1	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FACVL1	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SOX4	14.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
SOX9	14.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
SULF1	14.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
TGFBI	14.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
BIGH3	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TNFAIP3	14.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
OTUD7C	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TUBB	14.0	1.0	0	0.9990000000000001	0.0113	0.00134	0.0	0.0	0.0
TUBB5	19.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
XTP3TPATP1	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ACTN4	13.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
AGT	13.0	1.0	1	1.02	6.570000000000001e-15	3.04e-16	0.0	0.0	0.0
SERPINA8	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
APOH	13.0	1.0	0	1.92	1.56e-19	7.890000000000001e-21	0.0	0.0	0.0
B2G1	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
AQP1	13.0	1.0	1	0.0	0.0	0.0	1.08	0.0241	0.00447
CHIP28	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ASS	13.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
B4GALT1	13.0	1.0	0	2.04	1.1599999999999999e-16	4.4299999999999995e-18	0.0	0.0	0.0
GGTB2	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
C4B	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
C4B12	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
C4B-1	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CD55	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CD55A	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DAF	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CNTN1	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
COL13A1	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
COLXIIIA1	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A2	22.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
COL5A3	13.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
CSGALNACT2	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CHGN2	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GALNACT2	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CXCR4	13.0	1.0	1	0.0	0.0	0.0	1.01	0.0033	0.00047699999999999994
CMKAR4	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
LESTR	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CYP1B1	13.0	1.0	1	1.14	0.000148	1.32e-05	1.19	0.000558	6.3e-05
CYR61	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CCN1	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GIG1	22.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DCN	13.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
SLRR1B	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
EGR1	13.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
KROX24	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF225	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
F2	13.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
GOLPH2	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GOLM1	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
UNQ686/PRO1326	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GSTP1	13.0	1.0	1	1.01	8.09e-14	3.84e-15	1.0	0.0006940000000000001	8.96e-05
FAEES3	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GST3	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
H2-Q10	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HANK1	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ANK1	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ANK	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HDGFRP3	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HDGF2	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CGI-142	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
IGHG2A	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ITGB3	13.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
GP3A	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GPIIIA	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
KRT1	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
KRTA	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
KRT18	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CYK18	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PIG46	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
LTF	13.0	1.0	1	0.95	0.0521	0.00801	0.0	0.0	0.0
LF	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GIG12	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
LUM	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MASP2	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MASP-2	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MMP9	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CLG4B	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MYC	13.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
C-MYC	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MYH9	13.0	1.0	1	0.0	0.0	0.0	1.0	0.00974	0.0016600000000000002
MYOF	13.0	1.0	0	1.03	0.00025499999999999996	2.2800000000000002e-05	1.01	0.00175	0.000198
FER1L3	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NAP1L1	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NRP	24.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NEBL	13.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
LNEBL	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NOV	15.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CCN3	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
IGFBP9	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PDLIM7	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ENIGMA	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SDC1	13.0	1.0	0	0.998	0.0155	0.0019199999999999998	0.0	0.0	0.0
SDC	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SDC-1	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINA3G	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPI2A	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINF2	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
AAP	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLI	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SIRPA	13.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
BIT	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MFR	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TGFB1	13.0	1.0	1	0.0	0.0	0.0	1.89	5.8200000000000005e-05	5.23e-06
TGFB	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
THBS1	13.0	1.0	0	1.37	0.0246	0.00305	0.0	0.0	0.0
TSP	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TSP1	15.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ABHD14B	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CIB	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ACO2	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ACPP	12.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTS9	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
AK3L1	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
AK3L2	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
AK3	15.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
APCS	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTX2	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
APOD	12.0	1.0	1	1.06	9.18e-10	6.820000000000001e-11	1.0	1.5e-25	5e-26
AQP4	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BLVRA	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BLVR	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BVR	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CA2	12.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
CAR2	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CALB1	12.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
CAB27	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CCL2	12.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
JE	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MCP1	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CNDP2	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
COL14A1	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
UND	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
COL15A1	12.0	1.0	0	1.11	0.0357	0.00465	0.0	0.0	0.0
CSF1R	16.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FMS	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
C-FMS	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CTSC	12.0	1.0	0	1.88	0.00231	0.000248	0.0	0.0	0.0
CPPI	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
EDN1	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FABP4	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FBN1	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FBN	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FHL1	12.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
SLIM1	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FLNA	12.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
FLN	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FLN1	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FOLH1	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FOLH	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NAALAD1	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FRZB	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FIZ	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FRE	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FUT6	12.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
FCT3A	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FT1A	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GADD45B	12.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
MYD118	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GLUD1	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GLUD	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GPX3	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GPXP	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GRN	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
H2-EB1	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HCK	12.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
HIST1H4A	12.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
HIST1H4B	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HIST1H4C	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HSP90AA1	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HSP90A	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HSPC1	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HSPA1A	14.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
HSPA1B	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HSPA1	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
IDH1	12.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
IGFBP7	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MAC25	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PSF	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
IGLL1	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
IGL-5	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
IL-1RA3	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
IL1RN	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
IL1F3	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
IRF1	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
KRT2	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
KRT2A	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
KRT2E	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
KRT6A	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
K6A	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
KRT6D	15.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
LAMC2	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
LAMB2T	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
LAMNB2	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
LPL	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MACF1	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ABP620	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ACF7	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MMP14	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NDR1	17.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NID1	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NID	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NPT2	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SLC34A1	12.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
SLC17A2	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
OSMR	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
OSMRB	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PDE4DIP	12.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
CMYA2	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MMGL	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PDIA3	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ERP57	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ERP60	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PSAP	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GLBA	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SAP1	17.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTP4A1	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PRL1	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTPCAAX1	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTPRO	12.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
GLEPP1	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PTPN15	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNASE2	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
EDN	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNS2	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SERPING1	12.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
SIRPB1B	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SLC22A6	12.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
OAT1	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PAHT	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPARC	12.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
ON	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SULT1C2	13.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SULT1C1	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TFRC	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TGM2	12.0	1.0	0	0.0	0.0	0.0	1.02	0.000682	8.71e-05
THBS2	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TSP2	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
VCL	12.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
WFDC2	12.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
HE4	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
WAP5	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
A1BG	11.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
AADAT	11.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
KAT2	11.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ACTA2	11.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ACTSA	11.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ACTVS	11.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ACTR3	11.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ADD2	11.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ADDB	11.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
AKR1A1	11.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ALDR1	21.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ALR	18.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH4A1	11.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH4	11.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
P5CDH	11.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGEF12	11.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
LARG	11.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ASAH1	11.0	1.0	0	1.54	0.00785	0.0008609999999999999	0.0	0.0	0.0
ASAH	11.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HSD33	11.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BAIAP2	11.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
IRSP53	11.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BMP2	11.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
BMP2A	11.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
