Gene_Name	Experimental_seed_genes_overlap	Inferred_seed_genes_overlap	known_gene	GTEx_kidney_TPM_expression	GTEx_kidney_Expression_Rank	ProteinAtlas_gene_expr_levels	ProteinAtlas_RNA_expression_TMP	GO_renal	GO_kidney	GO_nephro	GO_glomerul	GO_distal tubule	CKD-example_GWAS_hits	CKD-example_GWAS_max_P_VALUE	CKD-example_GWAS_min_P_VALUE	CKD-example_GWAS_max_OR	CKD-example_GWAS_min_OR	CKD-example_GWAS_tissue_trait_flag	MGI_mouse_knockout_feature
ACOX3	0.2222222222222222	0.15384615384615385	0.0	6.577999999999999	7880.0	0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACOXL	0.0	0.0	0.0	0.08093	18225.0	0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACP1	0.07692307692307693	0.07142857142857142	0.0	37.14	1815.0	Medium	82.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACP2	0.06666666666666667	0.0	0.0	24.56	2907.0	0	23.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
ACP5	0.0	0.0	0.0	21.85	3233.0	Not_detected	72.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACP6	0.09523809523809523	0.0	0.0	5.172999999999999	8716.0	0	16.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACPP	0.09090909090909091	0.0	0.0	4.279	9366.0	Not_detected	30.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACR	0.0	0.0	0.0	0.7314	18225.0	Not_detected	0.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACRBP	0.0	0.0	0.0	1.4	18225.0	Not_detected	1.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACSBG1	0.0	0.0	0.0	0.3555	18225.0	Not_detected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACSBG2	0.0	0.0	0.0	0.2137	18225.0	Not_detected	0.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACSF2	0.0	0.0	0.0	46.99	1358.0	High	136.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACSF3	0.0	0.0	0.0	6.1160000000000005	8147.0	0	12.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACSL1	0.0	0.0425531914893617	0.0	76.99	697.0	Medium	227.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACSL3	0.15384615384615385	0.045454545454545456	0.0	11.47	5586.0	0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACSL4	0.02857142857142857	0.046357615894039736	1.0	23.29	3061.0	Medium	47.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACSL5	0.0	0.0425531914893617	0.0	5.824	8332.0	High	7.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACSL6	0.0	0.041666666666666664	0.0	0.498	18225.0	Low	2.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACSM2B	0.0	0.0	0.0	54.32	1132.0	High	426.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACSM3	0.0	0.0	0.0	10.07	6165.0	0	90.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACSM5	1.0	0.0	0.0	7.553	7326.0	0	26.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACSS1	0.0	0.048582995951417005	0.0	19.84	3563.0	High	34.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACSS2	0.2	0.051181102362204724	0.0	32.17	2142.0	Not_detected	17.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACSS3	0.3333333333333333	0.0	0.0	9.904	6239.0	High	26.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTA1	0.06140350877192982	0.04865556978233035	0.0	3.3080000000000003	18225.0	Not_detected	1.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTA2	0.0945945945945946	0.05368289637952559	0.0	101.5	493.0	Low	212.2	1.0	1.0	1.0	1.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTB	0.06606606606606606	0.0586565752128666	1.0	1230.0	8.0	Medium	714.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTBL2	0.11320754716981132	0.125	0.0	0.0	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTC1	0.057692307692307696	0.050913838120104436	0.0	0.972	18225.0	Not_detected	0.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTG1	0.05806451612903226	0.05821917808219178	1.0	835.0	22.0	Medium	439.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTG2	0.05555555555555555	0.049872122762148335	1.0	1.43	18225.0	Low	6.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTL6A	0.02586206896551724	0.09433962264150944	0.0	11.9	5448.0	High	23.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTL6B	0.0	0.045454545454545456	0.0	0.01142	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTL7A	0.0	0.0	0.0	0.02429	18225.0	Not_detected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTL7B	0.0	1.0	0.0	0.017159999999999998	18225.0	Not_detected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTL8	0.07692307692307693	0.0	0.0	0.0	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTL9	0.0	0.0	0.0	0.0	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTN1	0.05982905982905983	0.09937888198757763	0.0	20.78	3401.0	High	26.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTN2	0.0	0.08673469387755102	0.0	0.4198	18225.0	Not_detected	0.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTN3	0.045454545454545456	0.03333333333333333	0.0			0	0.0	0.0	0.0	0.0	0.0	0.0							0.0
ACTN4	0.08737864077669903	0.09316770186335403	1.0	132.1	347.0	Medium	52.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
ACTR10	0.13333333333333333	0.058823529411764705	0.0	31.83	2175.0	0	5.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTR1A	0.05555555555555555	0.14285714285714285	0.0	42.66	1535.0	Medium	35.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTR1B	0.0967741935483871	0.013513513513513514	0.0	54.2	1137.0	0	25.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTR2	0.08421052631578947	0.05721393034825871	0.0	33.47	2055.0	Medium	91.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTR3	0.16666666666666666	0.06273062730627306	0.0	19.94	3535.0	High	84.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTR3B	0.0	0.05389221556886228	0.0	5.144	8738.0	0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTR3C	0.0	0.0	0.0	1.5330000000000001	18225.0	0	14.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTR5	0.07894736842105263	0.04	0.0	6.602	7867.0	High	3.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTR6	0.03125	0.03529411764705882	0.0	9.301	6524.0	0	7.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTR8	0.0	0.03	0.0	7.675	7265.0	0	13.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACTRT1	0.0	0.0	0.0	0.0	18225.0	Not_detected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACVR1	0.04938271604938271	0.0	0.0	8.44	6914.0	Medium	30.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACVR1B	0.0	0.0	0.0	27.56	2551.0	Low	37.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACVR1C	0.0	0.0	0.0	0.1969	18225.0	High	0.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACVR2A	0.045454545454545456	0.0	0.0	2.815	18225.0	High	6.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACVR2B	0.0	0.0	0.0	1.6669999999999998	18225.0	Low	1.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
ACVRL1	0.0	0.0	0.0	20.7	3414.0	High	9.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACY1	0.20833333333333334	0.09523809523809523	0.0	107.5	455.0	High	356.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACY3	0.13333333333333333	0.0	0.0	39.41	1672.0	High	53.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACYP1	0.0	0.0	0.0	6.563	7885.0	Medium	13.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ACYP2	0.0	0.0	0.0	2.823	18225.0	0	12.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADA	0.07692307692307693	0.058823529411764705	0.0	2.573	18225.0	Not_detected	1.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
ADAD2	0.0	0.0	0.0	0.2495	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAL	0.0	0.0	0.0	3.455	18225.0	Medium	14.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAM10	0.047619047619047616	0.06896551724137931	0.0	12.54	5250.0	Low	19.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAM11	0.0	0.0	0.0	0.5516	18225.0	Not_detected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAM12	0.0	0.14285714285714285	0.0	0.5998	18225.0	Not_detected	0.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAM15	0.07894736842105263	0.0	0.0	25.82	2751.0	0	6.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAM17	0.05555555555555555	0.1111111111111111	0.0	4.235	9407.0	Low	8.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAM19	0.0	0.021505376344086023	0.0	1.109	18225.0	0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAM2	0.0	0.0	0.0	0.0	18225.0	Not_detected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAM22	0.05263157894736842	0.0	0.0	1.785	18225.0	0	4.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAM23	0.0	0.0	0.0	0.3249	18225.0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAM28	0.0	0.0	0.0	1.263	18225.0	Low	5.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAM33	0.0	0.0	0.0	3.077	18225.0	Medium	0.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAM8	0.0	0.0	0.0	4.521	9173.0	Medium	0.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAM9	0.06666666666666667	0.0	0.0	15.28	4524.0	0	49.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAMTS1	0.0	0.25	0.0	56.32	1074.0	0	26.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
ADAMTS10	0.0	0.0	0.0	8.347000000000001	6961.0	0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAMTS12	0.08333333333333333	0.0	0.0	0.4282	18225.0	0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAMTS13	0.0	0.3333333333333333	0.0	3.549	18225.0	0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAMTS14	0.0	0.0	0.0	0.3047	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAMTS17	0.0	0.0	0.0	0.6302	18225.0	0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAMTS18	0.0	0.0	0.0	0.2235	18225.0	0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAMTS2	0.0	0.0	0.0	4.532	9166.0	0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAMTS20	0.0	0.0	0.0	0.0	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAMTS4	0.0	0.0	0.0	3.1430000000000002	18225.0	0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
ADAMTS5	0.0	0.25	0.0	1.466	18225.0	Medium	2.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAMTS6	0.0	0.0	0.0	0.3323	18225.0	Not_detected	0.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAMTS7	0.0	0.3333333333333333	0.0	2.225	18225.0	0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAMTS9	0.0	0.0	0.0	10.91	5807.0	Medium	9.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAMTSL2	0.0	0.0	0.0	13.24	5050.0	Medium	11.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAMTSL3	0.0	0.0	0.0	1.1420000000000001	18225.0	High	3.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAMTSL4	0.056074766355140186	0.5	0.0	6.334	8013.0	Medium	0.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAMTSL5	0.0	0.0	0.0	1.136	18225.0	0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAP1	0.11764705882352941	0.0	0.0	11.76	5494.0	Low	7.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAP2	0.0	0.0	0.0	4.0969999999999995	9530.0	0	4.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAR	0.043478260869565216	0.0	0.0	49.98	1252.0	Medium	56.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADARB1	0.0	0.0	0.0	4.006	9611.0	0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADARB2	0.1111111111111111	0.0	0.0	0.2402	18225.0	0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
ADAT1	0.16666666666666666	0.0	0.0	4.531000000000001	9167.0	Low	32.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAT2	0.0	0.5	0.0	3.031	18225.0	Medium	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADAT3	0.0	0.2	0.0	5.162000000000001	8723.0	0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADCK1	0.0	0.25	0.0	5.917999999999999	8261.0	0	4.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADCK2	0.0	0.07142857142857142	0.0	10.77	5859.0	High	7.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADCK3	0.1111111111111111	0.0	0.0	11.64	5544.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADCK4	0.07407407407407407	0.0	0.0	17.68	3989.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADCK5	0.09090909090909091	0.2	0.0	8.0	7110.0	Medium	1.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADCY10	1.0	0.0	1.0	0.1106	18225.0	Medium	0.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADCY2	0.5	0.043478260869565216	0.0	0.1489	18225.0	Not_detected	0.1	1.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADCY3	0.0	0.043478260869565216	0.0	6.1129999999999995	8151.0	Low	8.2	1.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
ADCY4	0.0	0.05555555555555555	0.0	19.48	3625.0	High	2.3	1.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADCY5	0.0	0.03571428571428571	0.0	5.716	8396.0	0	7.1	1.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADCY6	0.0	0.041666666666666664	0.0	22.29	3178.0	Medium	11.9	1.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
ADCY7	0.2	0.05263157894736842	0.0	0.9378	18225.0	0	1.5	1.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADCY8	0.0	0.045454545454545456	0.0	0.032889999999999996	18225.0	Low	0.3	1.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADCY9	0.0	0.09090909090909091	0.0	8.272	6986.0	Medium	10.5	1.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADCYAP1	0.0	0.043010752688172046	0.0	0.3767	18225.0	0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADCYAP1R1	0.0	0.043478260869565216	0.0	0.03739	18225.0	Low	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADD1	0.018518518518518517	0.043478260869565216	0.0	70.55	776.0	High	80.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADD2	0.1111111111111111	0.0	0.0	0.05442999999999999	18225.0	Not_detected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
ADD3	0.04	0.038461538461538464	0.0	27.07	2616.0	High	116.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADGRA2	0.0	0.0	0.0			0	6.5	0.0	0.0	0.0	0.0	0.0							0.0
ADGRA3	0.0	0.0	0.0			0	11.2	0.0	0.0	0.0	0.0	0.0							0.0
ADGRB2	0.2	0.0	0.0			0	0.4	0.0	0.0	0.0	0.0	0.0							1.0
ADGRB3	0.0	0.0	0.0			0	0.6	0.0	0.0	0.0	0.0	0.0							0.0
ADGRE2	0.0	0.0	0.0			0	0.7	0.0	0.0	0.0	0.0	0.0							0.0
ADGRF3	1.0	0.0	0.0			0	0.8	0.0	0.0	0.0	0.0	0.0							0.0
ADGRF4	0.0	0.0	0.0			Not_detected	0.0	0.0	0.0	0.0	0.0	0.0							0.0
ADGRF5	0.0	0.0	0.0			0	64.8	0.0	0.0	0.0	0.0	0.0							0.0
ADGRG1	0.0	0.0	0.0			0	117.7	0.0	0.0	0.0	0.0	0.0							0.0
ADGRG2	0.0	0.0	0.0			Not_detected	0.2	0.0	0.0	0.0	0.0	0.0							0.0
ADGRG4	0.0	0.0	0.0			0	0.0	0.0	0.0	0.0	0.0	0.0							0.0
ADGRG5	0.0	0.0	0.0			Low	0.0	0.0	0.0	0.0	0.0	0.0							0.0
ADGRG7	0.0	0.0	0.0			0	0.0	0.0	0.0	0.0	0.0	0.0							0.0
ADGRL1	0.08333333333333333	0.14285714285714285	0.0			0	4.4	0.0	0.0	0.0	0.0	0.0							0.0
ADGRL2	0.1	0.0	0.0			0	23.0	0.0	0.0	0.0	0.0	0.0							0.0
ADGRL3	0.0	0.0	0.0			0	1.8	0.0	0.0	0.0	0.0	0.0							0.0
ADH1A	0.25	0.0	0.0	0.1113	18225.0	Not_detected	0.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADH1B	0.2	0.0	0.0	27.75	2530.0	Low	74.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADH1C	0.0	0.0	0.0			Medium	18.9	0.0	0.0	0.0	0.0	0.0							0.0
ADH4	0.2	0.0	0.0	0.281	18225.0	Not_detected	1.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADH5	0.23076923076923078	0.0	0.0	58.66	1024.0	High	179.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADH6	0.3	0.0	0.0	6.531000000000001	7902.0	Medium	53.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADH7	0.0	0.0	0.0	0.01326	18225.0	Not_detected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADHFE1	0.0	0.0	0.0	14.64	4662.0	Low	6.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADI1	0.0	0.0	0.0	48.08	1330.0	Medium	151.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADIPOQ	0.0	0.0	0.0	0.08753999999999999	18225.0	0	0.1	1.0	1.0	1.0	1.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
ADIPOR1	0.125	0.02702702702702703	0.0	53.52	1159.0	0	71.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADIPOR2	0.2857142857142857	0.02702702702702703	0.0	15.63	4438.0	Not_detected	26.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADIRF	0.0	0.0	0.0	0.6999	18225.0	Medium	27.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADK	0.0	0.05027932960893855	0.0	10.99	5768.0	Medium	40.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADM	0.0	0.0449438202247191	0.0	40.29	1631.0	Medium	26.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
ADM2	0.0	0.0449438202247191	0.0	7.901	7159.0	0	5.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADNP	0.022222222222222223	0.0	0.0	15.28	4522.0	Medium	25.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ADNP2	0.0	0.0	0.0	5.85	8320.0	0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
